,birth_country,year,destination,population
6863,"Congo, Rep",2006,Australian Capital Territory,10
6864,"Congo, Dem Rep",2006,Australian Capital Territory,10
6865,Cote d'Ivoire,2006,Australian Capital Territory,0
6866,Equator Guinea,2006,Australian Capital Territory,0
6867,Gabon,2006,Australian Capital Territory,0
6868,Gambia,2006,Australian Capital Territory,0
6869,Ghana,2006,Australian Capital Territory,140
6870,Guinea,2006,Australian Capital Territory,0
6871,Guinea-Bissau,2006,Australian Capital Territory,0
6872,Liberia,2006,Australian Capital Territory,0
6873,Mali,2006,Australian Capital Territory,0
6874,Mauritania,2006,Australian Capital Territory,0
6875,Niger,2006,Australian Capital Territory,0
6876,Nigeria,2006,Australian Capital Territory,60
6877,Sao Tome/Princ,2006,Australian Capital Territory,0
6878,Senegal,2006,Australian Capital Territory,0
6879,Sierra Leone,2006,Australian Capital Territory,60
6880,Togo,2006,Australian Capital Territory,0
6881,Angola,2006,Australian Capital Territory,10
6882,Botswana,2006,Australian Capital Territory,30
6883,Burundi,2006,Australian Capital Territory,0
6884,Comoros,2006,Australian Capital Territory,0
6885,Djibouti,2006,Australian Capital Territory,0
6886,Eritrea,2006,Australian Capital Territory,30
6887,Ethiopia,2006,Australian Capital Territory,100
6888,Kenya,2006,Australian Capital Territory,260
6889,Lesotho,2006,Australian Capital Territory,10
6890,Madagascar,2006,Australian Capital Territory,0
6891,Malawi,2006,Australian Capital Territory,20
6892,Mauritius,2006,Australian Capital Territory,150
6893,Mayotte,2006,Australian Capital Territory,0
6894,Mozambique,2006,Australian Capital Territory,20
6895,Namibia,2006,Australian Capital Territory,20
6896,Reunion,2006,Australian Capital Territory,0
6897,Rwanda,2006,Australian Capital Territory,0
6898,St Helena,2006,Australian Capital Territory,0
6899,Seychelles,2006,Australian Capital Territory,10
6900,Somalia,2006,Australian Capital Territory,20
6901,South Africa,2006,Australian Capital Territory,1200
6902,Eswatini,2006,Australian Capital Territory,10
6903,Tanzania,2006,Australian Capital Territory,60
6904,Uganda,2006,Australian Capital Territory,50
6905,Zambia,2006,Australian Capital Territory,90
6906,Zimbabwe,2006,Australian Capital Territory,370
6907,"S & E Afr, nec",2006,Australian Capital Territory,0
7165,Norfolk Island,2011,New South Wales,100
7166,"Aust E T, nec",2011,New South Wales,0
7167,New Zealand,2011,New South Wales,128830
7168,New Caledonia,2011,New South Wales,560
7169,PNG,2011,New South Wales,6150
7170,Solomon Islands,2011,New South Wales,590
7171,Vanuatu,2011,New South Wales,520
7172,Guam,2011,New South Wales,30
7173,Kiribati,2011,New South Wales,120
7174,Marshall Is,2011,New South Wales,10
7175,"Micronesia, F S",2011,New South Wales,10
7176,Nauru,2011,New South Wales,90
7177,N Mariana Is,2011,New South Wales,0
7178,Palau,2011,New South Wales,10
7179,Cook Islands,2011,New South Wales,2390
7180,Fiji,2011,New South Wales,37120
7181,French Poly,2011,New South Wales,170
7182,Niue,2011,New South Wales,350
7183,Samoa,2011,New South Wales,9040
7184,Samoa American,2011,New South Wales,90
7185,Tokelau,2011,New South Wales,290
7186,Tonga,2011,New South Wales,6400
7187,Tuvalu,2011,New South Wales,20
7188,Wallis/Futuna,2011,New South Wales,10
7189,Pitcairn Is,2011,New South Wales,0
7190,"Polynesia, nec",2011,New South Wales,10
7191,Adelie Land,2011,New South Wales,0
7192,Argentinian A T,2011,New South Wales,0
7193,Australian A T,2011,New South Wales,0
7194,British A T,2011,New South Wales,0
7195,Chilean A T,2011,New South Wales,0
7196,Queen Maud Land,2011,New South Wales,0
7197,Ross Dependency,2011,New South Wales,0
7198,England,2011,New South Wales,248600
7199,Isle of Man,2011,New South Wales,210
7200,N'thern Ireland,2011,New South Wales,7170
7201,Scotland,2011,New South Wales,34920
7202,Wales,2011,New South Wales,8830
7203,Guernsey,2011,New South Wales,180
7204,Jersey,2011,New South Wales,330
7205,Ireland,2011,New South Wales,25700
7206,Austria,2011,New South Wales,6740
7207,Belgium,2011,New South Wales,2110
7208,France,2011,New South Wales,11080
7209,Germany,2011,New South Wales,36490
7210,Liechtenstein,2011,New South Wales,10
7211,Luxembourg,2011,New South Wales,60
7212,Monaco,2011,New South Wales,20
7213,Netherlands,2011,New South Wales,21070
7214,Switzerland,2011,New South Wales,4530
7215,Denmark,2011,New South Wales,3230
7216,Faroe Islands,2011,New South Wales,10
7217,Finland,2011,New South Wales,2750
7218,Greenland,2011,New South Wales,10
7219,Iceland,2011,New South Wales,240
7220,Norway,2011,New South Wales,1410
7221,Sweden,2011,New South Wales,3570
7222,Aland Islands,2011,New South Wales,10
7223,Andorra,2011,New South Wales,10
7224,Gibraltar,2011,New South Wales,120
7225,Holy See,2011,New South Wales,0
7226,Italy,2011,New South Wales,56840
7227,Malta,2011,New South Wales,18600
7228,Portugal,2011,New South Wales,10000
7229,San Marino,2011,New South Wales,0
7230,Spain,2011,New South Wales,6260
7231,Albania,2011,New South Wales,240
7232,Bosnia/Herzegov,2011,New South Wales,12170
7233,Bulgaria,2011,New South Wales,1120
7234,Croatia,2011,New South Wales,24590
7235,Cyprus,2011,New South Wales,7780
7236,North Macedonia,2011,New South Wales,21810
7237,Greece,2011,New South Wales,38980
7238,Moldova,2011,New South Wales,260
7239,Romania,2011,New South Wales,4190
7240,Slovenia,2011,New South Wales,2740
7241,Montenegro,2011,New South Wales,600
7242,Serbia,2011,New South Wales,12100
7243,Kosovo,2011,New South Wales,330
7244,Belarus,2011,New South Wales,480
7245,Czechia,2011,New South Wales,5430
7246,Estonia,2011,New South Wales,910
7247,Hungary,2011,New South Wales,8330
7248,Latvia,2011,New South Wales,1670
7249,Lithuania,2011,New South Wales,1030
7250,Poland,2011,New South Wales,17140
7251,Russia,2011,New South Wales,8140
7252,Slovakia,2011,New South Wales,2840
7253,Ukraine,2011,New South Wales,5900
7254,Algeria,2011,New South Wales,600
7255,Egypt,2011,New South Wales,21320
7256,Libya,2011,New South Wales,800
7257,Morocco,2011,New South Wales,720
7258,Sudan,2011,New South Wales,6350
7259,Tunisia,2011,New South Wales,250
7260,Western Sahara,2011,New South Wales,0
7261,Sp North Africa,2011,New South Wales,0
7262,South Sudan,2011,New South Wales,630
7263,Bahrain,2011,New South Wales,470
7264,Gaza Str/W Bank,2011,New South Wales,1660
7265,Iran,2011,New South Wales,17970
7266,Iraq,2011,New South Wales,33580
7267,Israel,2011,New South Wales,4000
7268,Jordan,2011,New South Wales,3600
7269,Kuwait,2011,New South Wales,2180
7270,Lebanon,2011,New South Wales,66450
7271,Oman,2011,New South Wales,220
7272,Qatar,2011,New South Wales,220
7273,Saudi Arabia,2011,New South Wales,3750
7274,Syria,2011,New South Wales,5950
7275,Turkey,2011,New South Wales,15980
7276,Unit Arab Emir,2011,New South Wales,1610
7277,Yemen,2011,New South Wales,180
7278,Myanmar,2011,New South Wales,5790
7279,Cambodia,2011,New South Wales,12840
7280,Laos,2011,New South Wales,5830
7281,Thailand,2011,New South Wales,20530
7282,Vietnam,2011,New South Wales,80640
7283,Brunei,2011,New South Wales,470
7284,Indonesia,2011,New South Wales,30920
7285,Malaysia,2011,New South Wales,31420
7286,Philippines,2011,New South Wales,79380
7287,Singapore,2011,New South Wales,12900
7288,Timor-Leste,2011,New South Wales,2470
7289,China,2011,New South Wales,190000
7290,Hong Kong,2011,New South Wales,44140
7291,Macau,2011,New South Wales,1270
7292,Mongolia,2011,New South Wales,320
7293,Taiwan,2011,New South Wales,10120
7294,Japan,2011,New South Wales,14160
7295,"Korea, North",2011,New South Wales,170
7296,"Korea, South",2011,New South Wales,47720
7297,Bangladesh,2011,New South Wales,19500
7298,Bhutan,2011,New South Wales,500
7299,India,2011,New South Wales,109100
7300,Maldives,2011,New South Wales,60
7301,Nepal,2011,New South Wales,17310
7302,Pakistan,2011,New South Wales,15070
7303,Sri Lanka,2011,New South Wales,27510
7304,Afghanistan,2011,New South Wales,10360
7305,Armenia,2011,New South Wales,690
7306,Azerbaijan,2011,New South Wales,140
7307,Georgia,2011,New South Wales,200
7308,Kazakhstan,2011,New South Wales,370
7309,Kyrgyzstan,2011,New South Wales,100
7310,Tajikistan,2011,New South Wales,40
7311,Turkmenistan,2011,New South Wales,30
7312,Uzbekistan,2011,New South Wales,440
7313,Bermuda,2011,New South Wales,160
7314,Canada,2011,New South Wales,14290
7315,St Pierre/Mique,2011,New South Wales,0
7316,USA,2011,New South Wales,31350
7317,Argentina,2011,New South Wales,6650
7318,Bolivia,2011,New South Wales,570
7319,Brazil,2011,New South Wales,7670
7320,Chile,2011,New South Wales,14450
7321,Colombia,2011,New South Wales,5190
7322,Ecuador,2011,New South Wales,1490
7323,Falkland Is,2011,New South Wales,30
7324,French Guiana,2011,New South Wales,10
7325,Guyana,2011,New South Wales,180
7326,Paraguay,2011,New South Wales,250
7327,Peru,2011,New South Wales,6010
7328,Suriname,2011,New South Wales,30
7329,Uruguay,2011,New South Wales,7440
7330,Venezuela,2011,New South Wales,1360
7331,"S America, nec",2011,New South Wales,0
7332,Belize,2011,New South Wales,30
7333,Costa Rica,2011,New South Wales,220
7334,El Salvador,2011,New South Wales,2150
7335,Guatemala,2011,New South Wales,130
7336,Honduras,2011,New South Wales,100
7337,Mexico,2011,New South Wales,1370
7338,Nicaragua,2011,New South Wales,500
7339,Panama,2011,New South Wales,110
7340,Anguilla,2011,New South Wales,0
7341,Antigua/Barbuda,2011,New South Wales,10
7342,Aruba,2011,New South Wales,20
7343,Bahamas,2011,New South Wales,80
7344,Barbados,2011,New South Wales,90
7345,Cayman Islands,2011,New South Wales,20
7346,Cuba,2011,New South Wales,340
7347,Dominica,2011,New South Wales,10
7348,Dominican Rep,2011,New South Wales,50
7349,Grenada,2011,New South Wales,70
7350,Guadeloupe,2011,New South Wales,10
7351,Haiti,2011,New South Wales,30
7352,Jamaica,2011,New South Wales,330
7353,Martinique,2011,New South Wales,10
7354,Montserrat,2011,New South Wales,0
7355,Puerto Rico,2011,New South Wales,50
7356,St Kitts/Nevis,2011,New South Wales,20
7357,St Lucia,2011,New South Wales,10
7358,St Vinc/Grenad,2011,New South Wales,20
7359,Trinidad/Tobago,2011,New South Wales,410
7360,Turks/Caicos Is,2011,New South Wales,0
7361,"Virgin Is, Brit",2011,New South Wales,10
7362,"Virgin Is, US",2011,New South Wales,10
7363,St Barthelemy,2011,New South Wales,0
7364,St Martin (Fr),2011,New South Wales,0
7365,Bonaire/SE/Saba,2011,New South Wales,0
7366,Curacao,2011,New South Wales,50
7367,Sint Maarten Dp,2011,New South Wales,0
7368,Benin,2011,New South Wales,20
7369,Burkina Faso,2011,New South Wales,10
7370,Cameroon,2011,New South Wales,70
7371,Cabo Verde,2011,New South Wales,10
7372,Cent Africa Rep,2011,New South Wales,0
7373,Chad,2011,New South Wales,20
7374,"Congo, Rep",2011,New South Wales,200
7375,"Congo, Dem Rep",2011,New South Wales,530
7376,Cote d'Ivoire,2011,New South Wales,120
7377,Equator Guinea,2011,New South Wales,0
7378,Gabon,2011,New South Wales,10
7379,Gambia,2011,New South Wales,50
7380,Ghana,2011,New South Wales,2260
7381,Guinea,2011,New South Wales,220
7382,Guinea-Bissau,2011,New South Wales,10
7383,Liberia,2011,New South Wales,620
7384,Mali,2011,New South Wales,20
7385,Mauritania,2011,New South Wales,20
7386,Niger,2011,New South Wales,10
7387,Nigeria,2011,New South Wales,1700
7388,Sao Tome/Princ,2011,New South Wales,10
7389,Senegal,2011,New South Wales,180
7390,Sierra Leone,2011,New South Wales,1750
7391,Togo,2011,New South Wales,100
7392,Angola,2011,New South Wales,200
7393,Botswana,2011,New South Wales,230
7394,Burundi,2011,New South Wales,240
7395,Comoros,2011,New South Wales,0
7396,Djibouti,2011,New South Wales,30
7397,Eritrea,2011,New South Wales,230
7398,Ethiopia,2011,New South Wales,1270
7399,Kenya,2011,New South Wales,3170
7400,Lesotho,2011,New South Wales,40
7401,Madagascar,2011,New South Wales,70
7402,Malawi,2011,New South Wales,190
7403,Mauritius,2011,New South Wales,6580
7404,Mayotte,2011,New South Wales,0
7405,Mozambique,2011,New South Wales,200
7406,Namibia,2011,New South Wales,230
7407,Reunion,2011,New South Wales,80
7408,Rwanda,2011,New South Wales,120
7409,St Helena,2011,New South Wales,10
7410,Seychelles,2011,New South Wales,260
7411,Somalia,2011,New South Wales,720
7412,South Africa,2011,New South Wales,44750
7413,Eswatini,2011,New South Wales,90
7414,Tanzania,2011,New South Wales,910
7415,Uganda,2011,New South Wales,830
7416,Zambia,2011,New South Wales,1210
7417,Zimbabwe,2011,New South Wales,6400
7418,"S & E Afr, nec",2011,New South Wales,10
7419,Inadequately described,2011,New South Wales,0
7421,Norfolk Island,2011,Victoria,10
7422,"Aust E T, nec",2011,Victoria,0
7423,New Zealand,2011,Victoria,89270
7424,New Caledonia,2011,Victoria,100
7425,PNG,2011,Victoria,2860
7426,Solomon Islands,2011,Victoria,170
7427,Vanuatu,2011,Victoria,150
7428,Guam,2011,Victoria,20
7429,Kiribati,2011,Victoria,100
7430,Marshall Is,2011,Victoria,10
7431,"Micronesia, F S",2011,Victoria,0
7432,Nauru,2011,Victoria,260
7433,N Mariana Is,2011,Victoria,0
7434,Palau,2011,Victoria,0
7435,Cook Islands,2011,Victoria,1900
7436,Fiji,2011,Victoria,11060
7437,French Poly,2011,Victoria,40
7438,Niue,2011,Victoria,100
7439,Samoa,2011,Victoria,4540
7440,Samoa American,2011,Victoria,60
7441,Tokelau,2011,Victoria,20
7442,Tonga,2011,Victoria,1620
7443,Tuvalu,2011,Victoria,30
7444,Wallis/Futuna,2011,Victoria,0
7445,Pitcairn Is,2011,Victoria,0
7446,"Polynesia, nec",2011,Victoria,0
7447,Adelie Land,2011,Victoria,0
7448,Argentinian A T,2011,Victoria,0
7449,Australian A T,2011,Victoria,0
7450,British A T,2011,Victoria,0
7451,Chilean A T,2011,Victoria,0
7452,Queen Maud Land,2011,Victoria,0
7453,Ross Dependency,2011,Victoria,0
7454,England,2011,Victoria,184620
7455,Isle of Man,2011,Victoria,140
7456,N'thern Ireland,2011,Victoria,6840
7457,Scotland,2011,Victoria,30950
7458,Wales,2011,Victoria,5580
7459,Guernsey,2011,Victoria,130
7460,Jersey,2011,Victoria,180
7461,Ireland,2011,Victoria,16730
7462,Austria,2011,Victoria,5270
7463,Belgium,2011,Victoria,1480
7464,France,2011,Victoria,6580
7465,Germany,2011,Victoria,32220
7466,Liechtenstein,2011,Victoria,10
7467,Luxembourg,2011,Victoria,70
7468,Monaco,2011,Victoria,10
7469,Netherlands,2011,Victoria,24640
7470,Switzerland,2011,Victoria,2760
7471,Denmark,2011,Victoria,1820
7472,Faroe Islands,2011,Victoria,10
7473,Finland,2011,Victoria,1470
7474,Greenland,2011,Victoria,10
7475,Iceland,2011,Victoria,110
7476,Norway,2011,Victoria,830
7477,Sweden,2011,Victoria,2160
7478,Aland Islands,2011,Victoria,20
7479,Andorra,2011,Victoria,0
7480,Gibraltar,2011,Victoria,100
7481,Holy See,2011,Victoria,0
7482,Italy,2011,Victoria,82670
7483,Malta,2011,Victoria,22780
7484,Portugal,2011,Victoria,3220
7485,San Marino,2011,Victoria,0
7486,Spain,2011,Victoria,3580
7487,Albania,2011,Victoria,1820
7488,Bosnia/Herzegov,2011,Victoria,13940
7489,Bulgaria,2011,Victoria,1120
7490,Croatia,2011,Victoria,23520
7491,Cyprus,2011,Victoria,9540
7492,North Macedonia,2011,Victoria,22690
7493,Greece,2011,Victoria,60120
7494,Moldova,2011,Victoria,590
7495,Romania,2011,Victoria,6350
7496,Slovenia,2011,Victoria,3230
7497,Montenegro,2011,Victoria,790
7498,Serbia,2011,Victoria,12250
7499,Kosovo,2011,Victoria,720
7500,Belarus,2011,Victoria,1050
7501,Czechia,2011,Victoria,3120
7502,Estonia,2011,Victoria,450
7503,Hungary,2011,Victoria,6430
7504,Latvia,2011,Victoria,1780
7505,Lithuania,2011,Victoria,1050
7506,Poland,2011,Victoria,19250
7507,Russia,2011,Victoria,7040
7508,Slovakia,2011,Victoria,1200
7509,Ukraine,2011,Victoria,6710
7510,Algeria,2011,Victoria,260
7511,Egypt,2011,Victoria,14200
7512,Libya,2011,Victoria,1150
7513,Morocco,2011,Victoria,590
7514,Sudan,2011,Victoria,6890
7515,Tunisia,2011,Victoria,170
7516,Western Sahara,2011,Victoria,0
7517,Sp North Africa,2011,Victoria,0
7518,South Sudan,2011,Victoria,1230
7519,Bahrain,2011,Victoria,400
7520,Gaza Str/W Bank,2011,Victoria,820
7521,Iran,2011,Victoria,8550
7522,Iraq,2011,Victoria,14490
7523,Israel,2011,Victoria,4760
7524,Jordan,2011,Victoria,810
7525,Kuwait,2011,Victoria,1370
7526,Lebanon,2011,Victoria,18470
7527,Oman,2011,Victoria,400
7528,Qatar,2011,Victoria,170
7529,Saudi Arabia,2011,Victoria,3330
7530,Syria,2011,Victoria,2590
7531,Turkey,2011,Victoria,19860
7532,Unit Arab Emir,2011,Victoria,1960
7533,Yemen,2011,Victoria,160
7534,Myanmar,2011,Victoria,6220
7535,Cambodia,2011,Victoria,12970
7536,Laos,2011,Victoria,2430
7537,Thailand,2011,Victoria,12450
7538,Vietnam,2011,Victoria,76230
7539,Brunei,2011,Victoria,710
7540,Indonesia,2011,Victoria,17670
7541,Malaysia,2011,Victoria,45690
7542,Philippines,2011,Victoria,42340
7543,Singapore,2011,Victoria,15550
7544,Timor-Leste,2011,Victoria,5560
7545,China,2011,Victoria,112750
7546,Hong Kong,2011,Victoria,20680
7547,Macau,2011,Victoria,730
7548,Mongolia,2011,Victoria,120
7549,Taiwan,2011,Victoria,6540
7550,Japan,2011,Victoria,7920
7551,"Korea, North",2011,Victoria,30
7552,"Korea, South",2011,Victoria,11750
7553,Bangladesh,2011,Victoria,5730
7554,Bhutan,2011,Victoria,370
7555,India,2011,Victoria,126820
7556,Maldives,2011,Victoria,110
7557,Nepal,2011,Victoria,4860
7558,Pakistan,2011,Victoria,10390
7559,Sri Lanka,2011,Victoria,50450
7560,Afghanistan,2011,Victoria,11410
7561,Armenia,2011,Victoria,330
7562,Azerbaijan,2011,Victoria,170
7563,Georgia,2011,Victoria,190
7564,Kazakhstan,2011,Victoria,400
7565,Kyrgyzstan,2011,Victoria,100
7566,Tajikistan,2011,Victoria,40
7567,Turkmenistan,2011,Victoria,30
7568,Uzbekistan,2011,Victoria,460
7569,Bermuda,2011,Victoria,80
7570,Canada,2011,Victoria,9070
7571,St Pierre/Mique,2011,Victoria,0
7572,USA,2011,Victoria,19420
7573,Argentina,2011,Victoria,4140
7574,Bolivia,2011,Victoria,120
7575,Brazil,2011,Victoria,2300
7576,Chile,2011,Victoria,8030
7577,Colombia,2011,Victoria,3240
7578,Ecuador,2011,Victoria,120
7579,Falkland Is,2011,Victoria,30
7580,French Guiana,2011,Victoria,0
7581,Guyana,2011,Victoria,150
7582,Paraguay,2011,Victoria,90
7583,Peru,2011,Victoria,1400
7584,Suriname,2011,Victoria,30
7585,Uruguay,2011,Victoria,1830
7586,Venezuela,2011,Victoria,820
7587,"S America, nec",2011,Victoria,0
7588,Belize,2011,Victoria,10
7589,Costa Rica,2011,Victoria,90
7590,El Salvador,2011,Victoria,3530
7591,Guatemala,2011,Victoria,150
7592,Honduras,2011,Victoria,60
7593,Mexico,2011,Victoria,1020
7594,Nicaragua,2011,Victoria,80
7595,Panama,2011,Victoria,30
7596,Anguilla,2011,Victoria,0
7597,Antigua/Barbuda,2011,Victoria,10
7598,Aruba,2011,Victoria,10
7599,Bahamas,2011,Victoria,40
7600,Barbados,2011,Victoria,70
7601,Cayman Islands,2011,Victoria,10
7602,Cuba,2011,Victoria,170
7603,Dominica,2011,Victoria,10
7604,Dominican Rep,2011,Victoria,40
7605,Grenada,2011,Victoria,10
7606,Guadeloupe,2011,Victoria,0
7607,Haiti,2011,Victoria,50
7608,Jamaica,2011,Victoria,180
7609,Martinique,2011,Victoria,0
7610,Montserrat,2011,Victoria,0
7611,Puerto Rico,2011,Victoria,30
7612,St Kitts/Nevis,2011,Victoria,10
7613,St Lucia,2011,Victoria,10
7614,St Vinc/Grenad,2011,Victoria,10
7615,Trinidad/Tobago,2011,Victoria,240
7616,Turks/Caicos Is,2011,Victoria,0
7617,"Virgin Is, Brit",2011,Victoria,0
7618,"Virgin Is, US",2011,Victoria,0
7619,St Barthelemy,2011,Victoria,0
7620,St Martin (Fr),2011,Victoria,0
7621,Bonaire/SE/Saba,2011,Victoria,0
7622,Curacao,2011,Victoria,20
7623,Sint Maarten Dp,2011,Victoria,0
7624,Benin,2011,Victoria,30
7625,Burkina Faso,2011,Victoria,10
7626,Cameroon,2011,Victoria,80
7627,Cabo Verde,2011,Victoria,10
7628,Cent Africa Rep,2011,Victoria,0
7629,Chad,2011,Victoria,20
7630,"Congo, Rep",2011,Victoria,170
7631,"Congo, Dem Rep",2011,Victoria,370
7632,Cote d'Ivoire,2011,Victoria,100
7633,Equator Guinea,2011,Victoria,0
7634,Gabon,2011,Victoria,10
7635,Gambia,2011,Victoria,20
7636,Ghana,2011,Victoria,790
7637,Guinea,2011,Victoria,100
7638,Guinea-Bissau,2011,Victoria,0
7639,Liberia,2011,Victoria,570
7640,Mali,2011,Victoria,20
7641,Mauritania,2011,Victoria,10
7642,Niger,2011,Victoria,10
7643,Nigeria,2011,Victoria,1260
7644,Sao Tome/Princ,2011,Victoria,0
7645,Senegal,2011,Victoria,70
7646,Sierra Leone,2011,Victoria,330
7647,Togo,2011,Victoria,50
7648,Angola,2011,Victoria,110
7649,Botswana,2011,Victoria,270
7650,Burundi,2011,Victoria,160
7651,Comoros,2011,Victoria,20
7652,Djibouti,2011,Victoria,90
7653,Eritrea,2011,Victoria,1750
7654,Ethiopia,2011,Victoria,5090
7655,Kenya,2011,Victoria,3240
7656,Lesotho,2011,Victoria,20
7657,Madagascar,2011,Victoria,70
7658,Malawi,2011,Victoria,200
7659,Mauritius,2011,Victoria,13210
7660,Mayotte,2011,Victoria,0
7661,Mozambique,2011,Victoria,150
7662,Namibia,2011,Victoria,150
7663,Reunion,2011,Victoria,30
7664,Rwanda,2011,Victoria,50
7665,St Helena,2011,Victoria,10
7666,Seychelles,2011,Victoria,1130
7667,Somalia,2011,Victoria,3540
7668,South Africa,2011,Victoria,26630
7669,Eswatini,2011,Victoria,70
7670,Tanzania,2011,Victoria,620
7671,Uganda,2011,Victoria,560
7672,Zambia,2011,Victoria,800
7673,Zimbabwe,2011,Victoria,4270
7674,"S & E Afr, nec",2011,Victoria,0
7675,Inadequately described,2011,Victoria,0
7677,Norfolk Island,2011,Queensland,140
7678,"Aust E T, nec",2011,Queensland,0
7679,New Zealand,2011,Queensland,215620
7680,New Caledonia,2011,Queensland,700
7681,PNG,2011,Queensland,16590
7682,Solomon Islands,2011,Queensland,990
7683,Vanuatu,2011,Queensland,470
7684,Guam,2011,Queensland,40
7685,Kiribati,2011,Queensland,290
7686,Marshall Is,2011,Queensland,10
7687,"Micronesia, F S",2011,Queensland,10
7688,Nauru,2011,Queensland,200
7689,N Mariana Is,2011,Queensland,10
7690,Palau,2011,Queensland,10
7691,Cook Islands,2011,Queensland,2110
7692,Fiji,2011,Queensland,13190
7693,French Poly,2011,Queensland,240
7694,Niue,2011,Queensland,280
7695,Samoa,2011,Queensland,7420
7696,Samoa American,2011,Queensland,120
7697,Tokelau,2011,Queensland,260
7698,Tonga,2011,Queensland,1840
7699,Tuvalu,2011,Queensland,70
7700,Wallis/Futuna,2011,Queensland,10
7701,Pitcairn Is,2011,Queensland,0
7702,"Polynesia, nec",2011,Queensland,0
7703,Adelie Land,2011,Queensland,0
7704,Argentinian A T,2011,Queensland,0
7705,Australian A T,2011,Queensland,0
7706,British A T,2011,Queensland,0
7707,Chilean A T,2011,Queensland,0
7708,Queen Maud Land,2011,Queensland,0
7709,Ross Dependency,2011,Queensland,0
7710,England,2011,Queensland,194840
7711,Isle of Man,2011,Queensland,180
7712,N'thern Ireland,2011,Queensland,5020
7713,Scotland,2011,Queensland,25480
7714,Wales,2011,Queensland,6600
7715,Guernsey,2011,Queensland,140
7716,Jersey,2011,Queensland,300
7717,Ireland,2011,Queensland,12670
7718,Austria,2011,Queensland,3320
7719,Belgium,2011,Queensland,1400
7720,France,2011,Queensland,5900
7721,Germany,2011,Queensland,24580
7722,Liechtenstein,2011,Queensland,0
7723,Luxembourg,2011,Queensland,40
7724,Monaco,2011,Queensland,10
7725,Netherlands,2011,Queensland,17340
7726,Switzerland,2011,Queensland,3230
7727,Denmark,2011,Queensland,2990
7728,Faroe Islands,2011,Queensland,10
7729,Finland,2011,Queensland,3170
7730,Greenland,2011,Queensland,10
7731,Iceland,2011,Queensland,140
7732,Norway,2011,Queensland,1020
7733,Sweden,2011,Queensland,2430
7734,Aland Islands,2011,Queensland,0
7735,Andorra,2011,Queensland,0
7736,Gibraltar,2011,Queensland,90
7737,Holy See,2011,Queensland,0
7738,Italy,2011,Queensland,14560
7739,Malta,2011,Queensland,3070
7740,Portugal,2011,Queensland,1270
7741,San Marino,2011,Queensland,0
7742,Spain,2011,Queensland,2420
7743,Albania,2011,Queensland,260
7744,Bosnia/Herzegov,2011,Queensland,5060
7745,Bulgaria,2011,Queensland,490
7746,Croatia,2011,Queensland,5610
7747,Cyprus,2011,Queensland,1420
7748,North Macedonia,2011,Queensland,1390
7749,Greece,2011,Queensland,4190
7750,Moldova,2011,Queensland,80
7751,Romania,2011,Queensland,2740
7752,Slovenia,2011,Queensland,940
7753,Montenegro,2011,Queensland,170
7754,Serbia,2011,Queensland,3890
7755,Kosovo,2011,Queensland,130
7756,Belarus,2011,Queensland,130
7757,Czechia,2011,Queensland,2170
7758,Estonia,2011,Queensland,380
7759,Hungary,2011,Queensland,3860
7760,Latvia,2011,Queensland,620
7761,Lithuania,2011,Queensland,290
7762,Poland,2011,Queensland,6050
7763,Russia,2011,Queensland,2780
7764,Slovakia,2011,Queensland,910
7765,Ukraine,2011,Queensland,1320
7766,Algeria,2011,Queensland,250
7767,Egypt,2011,Queensland,2410
7768,Libya,2011,Queensland,390
7769,Morocco,2011,Queensland,290
7770,Sudan,2011,Queensland,2940
7771,Tunisia,2011,Queensland,80
7772,Western Sahara,2011,Queensland,0
7773,Sp North Africa,2011,Queensland,0
7774,South Sudan,2011,Queensland,800
7775,Bahrain,2011,Queensland,240
7776,Gaza Str/W Bank,2011,Queensland,130
7777,Iran,2011,Queensland,4130
7778,Iraq,2011,Queensland,1770
7779,Israel,2011,Queensland,820
7780,Jordan,2011,Queensland,300
7781,Kuwait,2011,Queensland,450
7782,Lebanon,2011,Queensland,1550
7783,Oman,2011,Queensland,300
7784,Qatar,2011,Queensland,80
7785,Saudi Arabia,2011,Queensland,2680
7786,Syria,2011,Queensland,360
7787,Turkey,2011,Queensland,1700
7788,Unit Arab Emir,2011,Queensland,840
7789,Yemen,2011,Queensland,90
7790,Myanmar,2011,Queensland,2140
7791,Cambodia,2011,Queensland,1770
7792,Laos,2011,Queensland,1530
7793,Thailand,2011,Queensland,8140
7794,Vietnam,2011,Queensland,18340
7795,Brunei,2011,Queensland,440
7796,Indonesia,2011,Queensland,7480
7797,Malaysia,2011,Queensland,14800
7798,Philippines,2011,Queensland,33100
7799,Singapore,2011,Queensland,6870
7800,Timor-Leste,2011,Queensland,580
7801,China,2011,Queensland,33220
7802,Hong Kong,2011,Queensland,10130
7803,Macau,2011,Queensland,320
7804,Mongolia,2011,Queensland,110
7805,Taiwan,2011,Queensland,12790
7806,Japan,2011,Queensland,12070
7807,"Korea, North",2011,Queensland,20
7808,"Korea, South",2011,Queensland,14720
7809,Bangladesh,2011,Queensland,1890
7810,Bhutan,2011,Queensland,320
7811,India,2011,Queensland,34930
7812,Maldives,2011,Queensland,60
7813,Nepal,2011,Queensland,2410
7814,Pakistan,2011,Queensland,2650
7815,Sri Lanka,2011,Queensland,8970
