,birth_country,year,destination,population
7816,Afghanistan,2011,Queensland,2080
7817,Armenia,2011,Queensland,20
7818,Azerbaijan,2011,Queensland,70
7819,Georgia,2011,Queensland,30
7820,Kazakhstan,2011,Queensland,220
7821,Kyrgyzstan,2011,Queensland,90
7822,Tajikistan,2011,Queensland,10
7823,Turkmenistan,2011,Queensland,10
7824,Uzbekistan,2011,Queensland,130
7825,Bermuda,2011,Queensland,140
7826,Canada,2011,Queensland,11560
7827,St Pierre/Mique,2011,Queensland,0
7828,USA,2011,Queensland,18430
7829,Argentina,2011,Queensland,1420
7830,Bolivia,2011,Queensland,90
7831,Brazil,2011,Queensland,4060
7832,Chile,2011,Queensland,2280
7833,Colombia,2011,Queensland,2810
7834,Ecuador,2011,Queensland,170
7835,Falkland Is,2011,Queensland,30
7836,French Guiana,2011,Queensland,0
7837,Guyana,2011,Queensland,140
7838,Paraguay,2011,Queensland,60
7839,Peru,2011,Queensland,1130
7840,Suriname,2011,Queensland,30
7841,Uruguay,2011,Queensland,790
7842,Venezuela,2011,Queensland,660
7843,"S America, nec",2011,Queensland,0
7844,Belize,2011,Queensland,10
7845,Costa Rica,2011,Queensland,60
7846,El Salvador,2011,Queensland,2640
7847,Guatemala,2011,Queensland,70
7848,Honduras,2011,Queensland,50
7849,Mexico,2011,Queensland,620
7850,Nicaragua,2011,Queensland,130
7851,Panama,2011,Queensland,40
7852,Anguilla,2011,Queensland,0
7853,Antigua/Barbuda,2011,Queensland,10
7854,Aruba,2011,Queensland,10
7855,Bahamas,2011,Queensland,60
7856,Barbados,2011,Queensland,190
7857,Cayman Islands,2011,Queensland,30
7858,Cuba,2011,Queensland,180
7859,Dominica,2011,Queensland,10
7860,Dominican Rep,2011,Queensland,30
7861,Grenada,2011,Queensland,50
7862,Guadeloupe,2011,Queensland,10
7863,Haiti,2011,Queensland,10
7864,Jamaica,2011,Queensland,370
7865,Martinique,2011,Queensland,30
7866,Montserrat,2011,Queensland,0
7867,Puerto Rico,2011,Queensland,30
7868,St Kitts/Nevis,2011,Queensland,10
7869,St Lucia,2011,Queensland,20
7870,St Vinc/Grenad,2011,Queensland,20
7871,Trinidad/Tobago,2011,Queensland,470
7872,Turks/Caicos Is,2011,Queensland,0
7873,"Virgin Is, Brit",2011,Queensland,10
7874,"Virgin Is, US",2011,Queensland,0
7875,St Barthelemy,2011,Queensland,0
7876,St Martin (Fr),2011,Queensland,0
7877,Bonaire/SE/Saba,2011,Queensland,0
7878,Curacao,2011,Queensland,30
7879,Sint Maarten Dp,2011,Queensland,0
7880,Benin,2011,Queensland,20
7881,Burkina Faso,2011,Queensland,0
7882,Cameroon,2011,Queensland,60
7883,Cabo Verde,2011,Queensland,0
7884,Cent Africa Rep,2011,Queensland,10
7885,Chad,2011,Queensland,10
7886,"Congo, Rep",2011,Queensland,200
7887,"Congo, Dem Rep",2011,Queensland,630
7888,Cote d'Ivoire,2011,Queensland,100
7889,Equator Guinea,2011,Queensland,0
7890,Gabon,2011,Queensland,10
7891,Gambia,2011,Queensland,10
7892,Ghana,2011,Queensland,400
7893,Guinea,2011,Queensland,120
7894,Guinea-Bissau,2011,Queensland,0
7895,Liberia,2011,Queensland,520
7896,Mali,2011,Queensland,10
7897,Mauritania,2011,Queensland,0
7898,Niger,2011,Queensland,10
7899,Nigeria,2011,Queensland,700
7900,Sao Tome/Princ,2011,Queensland,0
7901,Senegal,2011,Queensland,60
7902,Sierra Leone,2011,Queensland,420
7903,Togo,2011,Queensland,50
7904,Angola,2011,Queensland,110
7905,Botswana,2011,Queensland,230
7906,Burundi,2011,Queensland,560
7907,Comoros,2011,Queensland,0
7908,Djibouti,2011,Queensland,10
7909,Eritrea,2011,Queensland,430
7910,Ethiopia,2011,Queensland,850
7911,Kenya,2011,Queensland,2340
7912,Lesotho,2011,Queensland,20
7913,Madagascar,2011,Queensland,70
7914,Malawi,2011,Queensland,250
7915,Mauritius,2011,Queensland,1700
7916,Mayotte,2011,Queensland,0
7917,Mozambique,2011,Queensland,250
7918,Namibia,2011,Queensland,300
7919,Reunion,2011,Queensland,30
7920,Rwanda,2011,Queensland,250
7921,St Helena,2011,Queensland,10
7922,Seychelles,2011,Queensland,520
7923,Somalia,2011,Queensland,730
7924,South Africa,2011,Queensland,39350
7925,Eswatini,2011,Queensland,60
7926,Tanzania,2011,Queensland,850
7927,Uganda,2011,Queensland,550
7928,Zambia,2011,Queensland,1310
7929,Zimbabwe,2011,Queensland,9490
7930,"S & E Afr, nec",2011,Queensland,0
7931,Inadequately described,2011,Queensland,0
7933,Norfolk Island,2011,South Australia,0
7934,"Aust E T, nec",2011,South Australia,0
7935,New Zealand,2011,South Australia,14050
7936,New Caledonia,2011,South Australia,20
7937,PNG,2011,South Australia,1050
7938,Solomon Islands,2011,South Australia,70
7939,Vanuatu,2011,South Australia,30
7940,Guam,2011,South Australia,0
7941,Kiribati,2011,South Australia,20
7942,Marshall Is,2011,South Australia,0
7943,"Micronesia, F S",2011,South Australia,0
7944,Nauru,2011,South Australia,20
7945,N Mariana Is,2011,South Australia,0
7946,Palau,2011,South Australia,0
7947,Cook Islands,2011,South Australia,90
7948,Fiji,2011,South Australia,1310
7949,French Poly,2011,South Australia,10
7950,Niue,2011,South Australia,10
7951,Samoa,2011,South Australia,100
7952,Samoa American,2011,South Australia,10
7953,Tokelau,2011,South Australia,0
7954,Tonga,2011,South Australia,110
7955,Tuvalu,2011,South Australia,0
7956,Wallis/Futuna,2011,South Australia,0
7957,Pitcairn Is,2011,South Australia,0
7958,"Polynesia, nec",2011,South Australia,0
7959,Adelie Land,2011,South Australia,0
7960,Argentinian A T,2011,South Australia,0
7961,Australian A T,2011,South Australia,0
7962,British A T,2011,South Australia,0
7963,Chilean A T,2011,South Australia,0
7964,Queen Maud Land,2011,South Australia,0
7965,Ross Dependency,2011,South Australia,0
7966,England,2011,South Australia,108360
7967,Isle of Man,2011,South Australia,70
7968,N'thern Ireland,2011,South Australia,2530
7969,Scotland,2011,South Australia,14290
7970,Wales,2011,South Australia,3450
7971,Guernsey,2011,South Australia,80
7972,Jersey,2011,South Australia,80
7973,Ireland,2011,South Australia,3920
7974,Austria,2011,South Australia,1730
7975,Belgium,2011,South Australia,480
7976,France,2011,South Australia,1420
7977,Germany,2011,South Australia,12840
7978,Liechtenstein,2011,South Australia,0
7979,Luxembourg,2011,South Australia,10
7980,Monaco,2011,South Australia,10
7981,Netherlands,2011,South Australia,8210
7982,Switzerland,2011,South Australia,640
7983,Denmark,2011,South Australia,640
7984,Faroe Islands,2011,South Australia,0
7985,Finland,2011,South Australia,560
7986,Greenland,2011,South Australia,0
7987,Iceland,2011,South Australia,20
7988,Norway,2011,South Australia,210
7989,Sweden,2011,South Australia,520
7990,Aland Islands,2011,South Australia,10
7991,Andorra,2011,South Australia,0
7992,Gibraltar,2011,South Australia,50
7993,Holy See,2011,South Australia,0
7994,Italy,2011,South Australia,22060
7995,Malta,2011,South Australia,1790
7996,Portugal,2011,South Australia,600
7997,San Marino,2011,South Australia,0
7998,Spain,2011,South Australia,840
7999,Albania,2011,South Australia,430
8000,Bosnia/Herzegov,2011,South Australia,3280
8001,Bulgaria,2011,South Australia,400
8002,Croatia,2011,South Australia,4470
8003,Cyprus,2011,South Australia,1510
8004,North Macedonia,2011,South Australia,640
8005,Greece,2011,South Australia,11380
8006,Moldova,2011,South Australia,60
8007,Romania,2011,South Australia,1230
8008,Slovenia,2011,South Australia,590
8009,Montenegro,2011,South Australia,100
8010,Serbia,2011,South Australia,2620
8011,Kosovo,2011,South Australia,130
8012,Belarus,2011,South Australia,100
8013,Czechia,2011,South Australia,1010
8014,Estonia,2011,South Australia,230
8015,Hungary,2011,South Australia,1580
8016,Latvia,2011,South Australia,760
8017,Lithuania,2011,South Australia,410
8018,Poland,2011,South Australia,6520
8019,Russia,2011,South Australia,1450
8020,Slovakia,2011,South Australia,470
8021,Ukraine,2011,South Australia,1260
8022,Algeria,2011,South Australia,60
8023,Egypt,2011,South Australia,1440
8024,Libya,2011,South Australia,130
8025,Morocco,2011,South Australia,60
8026,Sudan,2011,South Australia,1580
8027,Tunisia,2011,South Australia,20
8028,Western Sahara,2011,South Australia,0
8029,Sp North Africa,2011,South Australia,0
8030,South Sudan,2011,South Australia,430
8031,Bahrain,2011,South Australia,50
8032,Gaza Str/W Bank,2011,South Australia,140
8033,Iran,2011,South Australia,3230
8034,Iraq,2011,South Australia,1520
8035,Israel,2011,South Australia,250
8036,Jordan,2011,South Australia,160
8037,Kuwait,2011,South Australia,180
8038,Lebanon,2011,South Australia,1740
8039,Oman,2011,South Australia,50
8040,Qatar,2011,South Australia,30
8041,Saudi Arabia,2011,South Australia,910
8042,Syria,2011,South Australia,270
8043,Turkey,2011,South Australia,740
8044,Unit Arab Emir,2011,South Australia,180
8045,Yemen,2011,South Australia,30
8046,Myanmar,2011,South Australia,770
8047,Cambodia,2011,South Australia,3170
8048,Laos,2011,South Australia,500
8049,Thailand,2011,South Australia,2510
8050,Vietnam,2011,South Australia,13410
8051,Brunei,2011,South Australia,140
8052,Indonesia,2011,South Australia,2200
8053,Malaysia,2011,South Australia,8040
8054,Philippines,2011,South Australia,9790
8055,Singapore,2011,South Australia,2350
8056,Timor-Leste,2011,South Australia,140
8057,China,2011,South Australia,19340
8058,Hong Kong,2011,South Australia,3150
8059,Macau,2011,South Australia,60
8060,Mongolia,2011,South Australia,60
8061,Taiwan,2011,South Australia,1080
8062,Japan,2011,South Australia,1580
8063,"Korea, North",2011,South Australia,10
8064,"Korea, South",2011,South Australia,3900
8065,Bangladesh,2011,South Australia,1400
8066,Bhutan,2011,South Australia,760
8067,India,2011,South Australia,21020
8068,Maldives,2011,South Australia,50
8069,Nepal,2011,South Australia,1120
8070,Pakistan,2011,South Australia,1500
8071,Sri Lanka,2011,South Australia,3020
8072,Afghanistan,2011,South Australia,3790
8073,Armenia,2011,South Australia,140
8074,Azerbaijan,2011,South Australia,20
8075,Georgia,2011,South Australia,80
8076,Kazakhstan,2011,South Australia,120
8077,Kyrgyzstan,2011,South Australia,30
8078,Tajikistan,2011,South Australia,0
8079,Turkmenistan,2011,South Australia,10
8080,Uzbekistan,2011,South Australia,240
8081,Bermuda,2011,South Australia,10
8082,Canada,2011,South Australia,2480
8083,St Pierre/Mique,2011,South Australia,0
8084,USA,2011,South Australia,4630
8085,Argentina,2011,South Australia,480
8086,Bolivia,2011,South Australia,50
8087,Brazil,2011,South Australia,550
8088,Chile,2011,South Australia,870
8089,Colombia,2011,South Australia,480
8090,Ecuador,2011,South Australia,70
8091,Falkland Is,2011,South Australia,10
8092,French Guiana,2011,South Australia,0
8093,Guyana,2011,South Australia,30
8094,Paraguay,2011,South Australia,20
8095,Peru,2011,South Australia,320
8096,Suriname,2011,South Australia,10
8097,Uruguay,2011,South Australia,140
8098,Venezuela,2011,South Australia,380
8099,"S America, nec",2011,South Australia,0
8100,Belize,2011,South Australia,0
8101,Costa Rica,2011,South Australia,10
8102,El Salvador,2011,South Australia,880
8103,Guatemala,2011,South Australia,30
8104,Honduras,2011,South Australia,10
8105,Mexico,2011,South Australia,330
8106,Nicaragua,2011,South Australia,30
8107,Panama,2011,South Australia,10
8108,Anguilla,2011,South Australia,0
8109,Antigua/Barbuda,2011,South Australia,0
8110,Aruba,2011,South Australia,0
8111,Bahamas,2011,South Australia,0
8112,Barbados,2011,South Australia,20
8113,Cayman Islands,2011,South Australia,0
8114,Cuba,2011,South Australia,20
8115,Dominica,2011,South Australia,0
8116,Dominican Rep,2011,South Australia,10
8117,Grenada,2011,South Australia,0
8118,Guadeloupe,2011,South Australia,0
8119,Haiti,2011,South Australia,0
8120,Jamaica,2011,South Australia,40
8121,Martinique,2011,South Australia,0
8122,Montserrat,2011,South Australia,0
8123,Puerto Rico,2011,South Australia,0
8124,St Kitts/Nevis,2011,South Australia,0
8125,St Lucia,2011,South Australia,10
8126,St Vinc/Grenad,2011,South Australia,10
8127,Trinidad/Tobago,2011,South Australia,40
8128,Turks/Caicos Is,2011,South Australia,0
8129,"Virgin Is, Brit",2011,South Australia,0
8130,"Virgin Is, US",2011,South Australia,0
8131,St Barthelemy,2011,South Australia,0
8132,St Martin (Fr),2011,South Australia,0
8133,Bonaire/SE/Saba,2011,South Australia,0
8134,Curacao,2011,South Australia,10
8135,Sint Maarten Dp,2011,South Australia,0
8136,Benin,2011,South Australia,10
8137,Burkina Faso,2011,South Australia,0
8138,Cameroon,2011,South Australia,20
8139,Cabo Verde,2011,South Australia,0
8140,Cent Africa Rep,2011,South Australia,0
8141,Chad,2011,South Australia,0
8142,"Congo, Rep",2011,South Australia,240
8143,"Congo, Dem Rep",2011,South Australia,610
8144,Cote d'Ivoire,2011,South Australia,100
8145,Equator Guinea,2011,South Australia,0
8146,Gabon,2011,South Australia,0
8147,Gambia,2011,South Australia,0
8148,Ghana,2011,South Australia,250
8149,Guinea,2011,South Australia,140
8150,Guinea-Bissau,2011,South Australia,0
8151,Liberia,2011,South Australia,590
8152,Mali,2011,South Australia,0
8153,Mauritania,2011,South Australia,0
8154,Niger,2011,South Australia,0
8155,Nigeria,2011,South Australia,310
8156,Sao Tome/Princ,2011,South Australia,0
8157,Senegal,2011,South Australia,10
8158,Sierra Leone,2011,South Australia,230
8159,Togo,2011,South Australia,60
8160,Angola,2011,South Australia,20
8161,Botswana,2011,South Australia,60
8162,Burundi,2011,South Australia,550
8163,Comoros,2011,South Australia,0
8164,Djibouti,2011,South Australia,0
8165,Eritrea,2011,South Australia,190
8166,Ethiopia,2011,South Australia,660
8167,Kenya,2011,South Australia,1290
8168,Lesotho,2011,South Australia,0
8169,Madagascar,2011,South Australia,10
8170,Malawi,2011,South Australia,90
8171,Mauritius,2011,South Australia,230
8172,Mayotte,2011,South Australia,0
8173,Mozambique,2011,South Australia,20
8174,Namibia,2011,South Australia,70
8175,Reunion,2011,South Australia,10
8176,Rwanda,2011,South Australia,90
8177,St Helena,2011,South Australia,0
8178,Seychelles,2011,South Australia,40
8179,Somalia,2011,South Australia,270
8180,South Africa,2011,South Australia,6720
8181,Eswatini,2011,South Australia,10
8182,Tanzania,2011,South Australia,510
8183,Uganda,2011,South Australia,280
8184,Zambia,2011,South Australia,260
8185,Zimbabwe,2011,South Australia,1370
8186,"S & E Afr, nec",2011,South Australia,0
8187,Inadequately described,2011,South Australia,0
8189,Norfolk Island,2011,Western Australia,10
8190,"Aust E T, nec",2011,Western Australia,0
8191,New Zealand,2011,Western Australia,80970
8192,New Caledonia,2011,Western Australia,40
8193,PNG,2011,Western Australia,2090
8194,Solomon Islands,2011,Western Australia,100
8195,Vanuatu,2011,Western Australia,50
8196,Guam,2011,Western Australia,0
8197,Kiribati,2011,Western Australia,30
8198,Marshall Is,2011,Western Australia,0
8199,"Micronesia, F S",2011,Western Australia,0
8200,Nauru,2011,Western Australia,30
8201,N Mariana Is,2011,Western Australia,0
8202,Palau,2011,Western Australia,0
8203,Cook Islands,2011,Western Australia,350
8204,Fiji,2011,Western Australia,1210
8205,French Poly,2011,Western Australia,20
8206,Niue,2011,Western Australia,50
8207,Samoa,2011,Western Australia,420
8208,Samoa American,2011,Western Australia,10
8209,Tokelau,2011,Western Australia,10
8210,Tonga,2011,Western Australia,250
8211,Tuvalu,2011,Western Australia,10
8212,Wallis/Futuna,2011,Western Australia,0
8213,Pitcairn Is,2011,Western Australia,0
8214,"Polynesia, nec",2011,Western Australia,0
8215,Adelie Land,2011,Western Australia,0
8216,Argentinian A T,2011,Western Australia,0
8217,Australian A T,2011,Western Australia,0
8218,British A T,2011,Western Australia,0
8219,Chilean A T,2011,Western Australia,0
8220,Queen Maud Land,2011,Western Australia,0
8221,Ross Dependency,2011,Western Australia,0
8222,England,2011,Western Australia,213390
8223,Isle of Man,2011,Western Australia,250
8224,N'thern Ireland,2011,Western Australia,4760
8225,Scotland,2011,Western Australia,29570
8226,Wales,2011,Western Australia,7580
8227,Guernsey,2011,Western Australia,200
8228,Jersey,2011,Western Australia,370
8229,Ireland,2011,Western Australia,17050
8230,Austria,2011,Western Australia,1690
8231,Belgium,2011,Western Australia,900
8232,France,2011,Western Australia,3480
8233,Germany,2011,Western Australia,13190
8234,Liechtenstein,2011,Western Australia,10
8235,Luxembourg,2011,Western Australia,50
8236,Monaco,2011,Western Australia,10
8237,Netherlands,2011,Western Australia,11780
8238,Switzerland,2011,Western Australia,2290
8239,Denmark,2011,Western Australia,1440
8240,Faroe Islands,2011,Western Australia,10
8241,Finland,2011,Western Australia,660
8242,Greenland,2011,Western Australia,0
8243,Iceland,2011,Western Australia,180
8244,Norway,2011,Western Australia,740
8245,Sweden,2011,Western Australia,1220
8246,Aland Islands,2011,Western Australia,0
8247,Andorra,2011,Western Australia,0
8248,Gibraltar,2011,Western Australia,120
8249,Holy See,2011,Western Australia,0
8250,Italy,2011,Western Australia,21750
8251,Malta,2011,Western Australia,1180
8252,Portugal,2011,Western Australia,2980
8253,San Marino,2011,Western Australia,0
8254,Spain,2011,Western Australia,1400
8255,Albania,2011,Western Australia,170
8256,Bosnia/Herzegov,2011,Western Australia,4270
8257,Bulgaria,2011,Western Australia,410
8258,Croatia,2011,Western Australia,7090
8259,Cyprus,2011,Western Australia,520
8260,North Macedonia,2011,Western Australia,4070
8261,Greece,2011,Western Australia,3200
8262,Moldova,2011,Western Australia,40
8263,Romania,2011,Western Australia,1940
8264,Slovenia,2011,Western Australia,470
8265,Montenegro,2011,Western Australia,170
8266,Serbia,2011,Western Australia,3010
8267,Kosovo,2011,Western Australia,60
8268,Belarus,2011,Western Australia,70
8269,Czechia,2011,Western Australia,1130
8270,Estonia,2011,Western Australia,340
8271,Hungary,2011,Western Australia,1440
8272,Latvia,2011,Western Australia,400
8273,Lithuania,2011,Western Australia,220
8274,Poland,2011,Western Australia,6830
8275,Russia,2011,Western Australia,1500
8276,Slovakia,2011,Western Australia,490
8277,Ukraine,2011,Western Australia,780
8278,Algeria,2011,Western Australia,160
8279,Egypt,2011,Western Australia,2190
8280,Libya,2011,Western Australia,370
8281,Morocco,2011,Western Australia,160
8282,Sudan,2011,Western Australia,3150
8283,Tunisia,2011,Western Australia,50
8284,Western Sahara,2011,Western Australia,0
8285,Sp North Africa,2011,Western Australia,0
8286,South Sudan,2011,Western Australia,570
8287,Bahrain,2011,Western Australia,230
8288,Gaza Str/W Bank,2011,Western Australia,200
8289,Iran,2011,Western Australia,4430
8290,Iraq,2011,Western Australia,3070
8291,Israel,2011,Western Australia,830
8292,Jordan,2011,Western Australia,440
8293,Kuwait,2011,Western Australia,440
8294,Lebanon,2011,Western Australia,1240
8295,Oman,2011,Western Australia,240
8296,Qatar,2011,Western Australia,170
8297,Saudi Arabia,2011,Western Australia,1340
8298,Syria,2011,Western Australia,350
8299,Turkey,2011,Western Australia,1310
8300,Unit Arab Emir,2011,Western Australia,810
8301,Yemen,2011,Western Australia,120
8302,Myanmar,2011,Western Australia,8470
8303,Cambodia,2011,Western Australia,1180
8304,Laos,2011,Western Australia,230
8305,Thailand,2011,Western Australia,6710
8306,Vietnam,2011,Western Australia,14590
8307,Brunei,2011,Western Australia,1180
8308,Indonesia,2011,Western Australia,12070
8309,Malaysia,2011,Western Australia,29430
8310,Philippines,2011,Western Australia,19880
8311,Singapore,2011,Western Australia,16300
8312,Timor-Leste,2011,Western Australia,480
8313,China,2011,Western Australia,20520
8314,Hong Kong,2011,Western Australia,5640
8315,Macau,2011,Western Australia,170
8316,Mongolia,2011,Western Australia,110
8317,Taiwan,2011,Western Australia,2050
8318,Japan,2011,Western Australia,4270
